旧值	新值	频率
标注相关系数和时间滞后	标注趋势特征	1
标注相关系数和样本量	标注趋势特征	1
标注相关系数和窗口	标注趋势特征	1
标注相关系数和距离	标注趋势特征	1
标注相关菌种和免疫指标	标注关键信息	1
标注相关菌种和胆汁酸	标注关键信息	1
标注相对丰度%	标注占比	1
标注相对估值高低	标注关键信息	1
标注相对大小	标注关键信息	1
标注相对收益百分比	标注占比	1
标注相界线	标注关键信息	1
标注省份名	标注关键信息	2
标注省份名和	标注关键信息	1
标注省份名和迁移人次	标注关键信息	1
标注省份和变化幅度	标注差异	1
标注睡眠模式	标注关键信息	1
标注知识缺口	标注差异	1
标注短板	标注差异	8
标注短板原因及改进路径	标注差异	1
标注短板维度	标注差异	2
标注短视频超过50%的拐点	标注占比	1
标注矿山名	标注关键信息	1
标注码数	标注数值	1
标注码数和%	标注占比	1
标注砍伐速率	标注关键信息	1
标注研发投入%	标注占比	1
标注研发效率	标注效率	1
标注研发阶段	标注阶段	1
标注研发阶段成本	标注阶段	1
标注研究热点	标注关键信息	2
标注破万店拐点	标注趋势特征	1
标注破发率	标注关键信息	1
标注破圈事件	标注事件	3
标注破纪录事件	标注事件	1
标注破纪录届次	标注关键信息	1
标注破纪录节点	标注阶段	1
标注硬科技之都进度	标注关键信息	1
标注确定性范围和概率	标注数值	1
标注碳中和所需价格	标注关键信息	1
标注碳价$/吨	标注关键信息	1
标注碳价影响	标注关键信息	1
标注碳储量和年通量	标注关键信息	1
标注碳储量和物种恢复	标注关键信息	1
标注碳强度值	标注关键信息	1
标注碳成本驱动	标注驱动因素	1
标注碳源/汇	标注关键信息	1
标注碳达峰点	标注关键信息	1
标注碳量	标注数值	1
标注碳预算耗尽倒计时	标注关键信息	1
标注磷酸化位点和方向	标注关键信息	1
标注磷量和回收效率	标注效率	1
标注社交转化	标注关键信息	1
标注社会影响	标注关键信息	1
标注社会影响节点	标注阶段	1
标注社会风险阈值	标注风险	1
标注社区名	标注关键信息	2
标注神作区	标注关键信息	1
标注票房	标注数值	2
标注票房变化	标注关键信息	1
标注票房差距	标注差异	1
标注禁售燃油车政策时间点	标注事件	1
标注种群数量和趋势	标注趋势特征	1
标注秒和分钟	标注数值	1
标注秒数	标注数值	1
标注秒数和fps	标注关键信息	1
标注租户	标注数值	1
标注租金	标注数值	1
标注积分	标注数值	1
标注移动原因	标注驱动因素	1
标注移民人数	标注数值	1
标注移民量	标注关键信息	1
标注税制差异	标注差异	1
标注税务影响	标注关键信息	1
标注税收占比变化	标注占比	1
标注税率+变化	标注关键信息	1
标注税率和收入	标注关键信息	1
标注稳定指数	标注评分	2
标注空洞区域和已知星系团	标注关键信息	1
标注空白区	标注关键信息	1
标注空白机会	标注关键信息	1
标注空白能力	标注关键信息	1
标注空白领域	标注关键信息	1
标注空置率	标注关键信息	1
标注空置率%	标注占比	1
标注空置率变化	标注关键信息	1
标注空置率和同比变化	标注增长率	1
标注空间分辨率和基因检出	标注关键信息	1
标注空间距离和密度	标注趋势特征	1
标注穿透深度和分布	标注关键信息	1
标注突变特征	标注趋势特征	1
标注突变率%	标注占比	2
标注突变类型和	标注趋势特征	1
标注突变累积和亲和力	标注趋势特征	1
标注突破幅度和时间	标注关键信息	1
标注突破性论文发表	标注关键信息	1
标注突破阈值的年份	标注关键信息	1
标注突破项目	标注关键信息	1
标注突破领域	标注关键信息	1
标注窗口位置和编辑类型	标注关键信息	1
标注窗口期和冰封期	标注关键信息	1
标注站点/km²	标注关键信息	1
标注站点数	标注关键信息	1
标注竞争力	标注评分	3
标注竞争力位置	标注评分	1
标注竞争力指数	标注评分	1
标注竞争力评分和分项	标注评分	1
标注竞争力评分和规模	标注评分	1
标注竞争变化	标注关键信息	2
标注竞争密度	标注趋势特征	2
标注竞争强度	标注关键信息	2
标注竞争格局	标注象限策略	3
标注竞争转折	标注关键信息	1
标注竞品位置	标注排名	1
标注竞品对比	标注排名	4
标注竞品对比线	标注参考线	6
标注等值	标注数值	1
标注等待天数	标注数值	1
标注等待时间	标注关键信息	1
标注等效性检验结果	标注关键信息	1
标注等级	标注评分	3
标注等级跃迁	标注评分	1
标注策略/资产名	标注象限策略	1
标注策略分区	标注象限策略	2
标注策略建议	标注驱动因素	2
标注策略成本和留存提升幅度	标注象限策略	1
标注策略组合	标注象限策略	1
标注筛选标准	标注关键信息	1
标注筛选比例	标注占比	1
标注筛选评分和功能	标注评分	1
标注筛选评分和机制	标注评分	2
标注筛选评分和通路	标注评分	1
标注筛选障碍	标注关键信息	1
标注签署国家和金额	标注实体名	1
标注简化方向	标注关键信息	1
标注算力EFLOPS	标注关键信息	1
标注算力和利用率	标注关键信息	1
标注算力和能效评分	标注评分	1
标注管线名	标注关键信息	1
标注管线数	标注关键信息	1
标注管线数和全球份额	标注金额占比	1
标注管线数和阶段分布	标注阶段	2
标注管道健康	标注关键信息	1
标注管道速度	标注关键信息	1
标注箭头显示移动方向和驱动力	标注驱动因素	1
标注簇	标注数值	1
标注簇名和	标注关键信息	1
标注簇对应细胞类型	标注关键信息	1
标注类别	标注数值	1
标注类别和风速	标注关键信息	1
标注类型占比	标注占比	1
标注类型趋势变化	标注趋势特征	1
标注类群名	标注关键信息	1
标注粒子轨迹	标注关键信息	1
标注精度延迟权衡	标注关键信息	1
标注精度提升%	标注占比	1
标注精确百分比	标注占比	1
标注精算假设	标注关键信息	1
标注精英区间	标注关键信息	1
标注系统发育信号	标注关键信息	1
标注紧迫性	标注关键信息	1
标注累积总量	标注关键信息	1
标注累积效应	标注关键信息	1
标注累计	标注数值	1
标注累计发行量	标注关键信息	1
标注累计增速	标注增长率	1
标注累计降幅	标注增长率	1
标注红移记录	标注关键信息	1
标注红色名录更新	标注关键信息	1
标注红黄绿灯状态	标注关键信息	1
标注级别分类	标注象限策略	1
标注线损率	标注关键信息	1
标注线索数	标注关键信息	1
标注线路	标注数值	1
标注线路开通节点	标注阶段	1
标注线路深度	标注关键信息	1
标注组合优化路径	标注阶段	1
标注组织分布和选择性	标注关键信息	1
标注组织区域	标注关键信息	1
标注组织区域名称	标注实体名	1
标注组织区域和密度	标注趋势特征	1
标注组织区域和折叠变化	标注关键信息	1
标注组织区域和标记	标注关键信息	1
标注组织区域和标记基因	标注关键信息	1
标注组织名	标注关键信息	1
标注组织浓度和靶向倍数	标注效率	2
标注组织特异性和滴度	标注关键信息	1
标注组织调整节点	标注阶段	1
标注细分	标注数值	1
标注细分热点	标注关键信息	2
标注细胞亚型和数量	标注数值	1
标注细胞分离得分和时间	标注评分	1
标注细胞因子和	标注关键信息	1
标注细胞因子水平和	标注关键信息	1
标注细胞因子水平和毒性	标注关键信息	1
标注细胞密度和距离	标注趋势特征	1
标注细胞数和标记基因	标注关键信息	1
标注细胞比例和功能恢复	标注占比	1
标注细胞类型	标注关键信息	3
标注细胞类型名称	标注关键信息	1
标注细胞类型名称和数量	标注数值	1
标注细胞类型和保守评分	标注评分	1
标注细胞类型和标记基因	标注关键信息	1
标注细胞类型和物种	标注关键信息	1
标注细胞类型簇	标注关键信息	1
标注细胞系来源和分子标记	标注关键信息	1
标注细胞群	标注关键信息	1
标注经典极限	标注关键信息	1
标注经济事件	标注事件	1
标注经济事件影响	标注事件	1
标注经济健康	标注关键信息	1
标注经济冲击	标注关键信息	1
标注经济周期	标注阶段	3
标注经济周期阶段	标注阶段	1
标注经济平衡	标注参考线	1
标注经济开采底线	标注风险	1
标注经济循环	标注关键信息	1
标注经济损失	标注关键信息	1
标注经费亿	标注关键信息	1
标注经费和人员	标注关键信息	1
标注经费拐点	标注趋势特征	1
标注结余率	标注关键信息	1
标注结合亲和力和免疫原性	标注关键信息	1
标注结合能和	标注关键信息	1
标注结构分布	标注关键信息	1
标注结构参数和活性	标注关键信息	1
标注结构变化	标注增长率	18
标注结构变化幅度	标注增长率	1
标注结构和选择性倍数	标注效率	1
标注结构拐点	标注趋势特征	2
标注结构数	标注关键信息	1
标注结构转型	标注关键信息	2
标注结构转折	标注关键信息	2
标注结果数	标注关键信息	1
标注结算趋势	标注趋势特征	1
标注统计值	标注关键信息	1
标注统计学显著性	标注评分	4
标注统计学检验	标注评分	1
标注统计显著性	标注评分	3
标注绩效差距	标注差异	1
标注维度	标注维度评分	1
标注维度值	标注维度评分	1
标注维度分值	标注维度评分	1
标注维度名	标注维度评分	1
标注维度差距	标注差异	1
标注维度评分	标注维度评分	1
标注维度间关系	标注维度评分	1
标注维护窗口	标注关键信息	1
标注综合差距	标注差异	1
标注综合得分	标注评分	1
标注综合排名	标注排名	4
标注综合比率	标注关键信息	1
标注综合等级	标注评分	2
标注综合评分和分项	标注评分	1
标注综合评级	标注评分	1
标注绿色化学原则	标注关键信息	1
标注绿色革命节点	标注阶段	1
标注缓解措施	标注关键信息	1
标注缓解策略	标注象限策略	1
标注编辑位点和基因	标注关键信息	1
标注编辑位点和距离	标注关键信息	1
标注编辑效率半衰期	标注效率	1
标注编辑效率和	标注效率	2
标注编辑效率和产物纯度	标注效率	3
标注编辑效率和副产物	标注效率	2
标注编辑效率和安全性	标注风险	4
标注编辑效率和毒性指标	标注效率	1
标注编辑效率和组织分布	标注效率	1
标注编辑效率和表型恢复	标注效率	2
标注编辑效率和表型指标	标注效率	1
标注编辑效率和选择性比	标注效率	1
标注缩表进度	标注关键信息	1
标注缺口	标注差异	3
标注缺口人数	标注差异	2
标注缺口数量和累积	标注差异	1
标注缺口百万桶/日	标注差异	1
标注缺口量	标注差异	1
标注缺口金额	标注差异	1
标注缺失拼图	标注关键信息	1
标注缺氧标记物和比例	标注占比	1
标注缺水警戒线	标注风险	1
标注网络指标	标注关键信息	1
标注罚款€	标注关键信息	1
标注罚款金额和案例数	标注数值	1
标注置信区	标注关键信息	2
